,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2021-11-05,25.56,6.67,4.29,8830,21.25,10.4,149,4438.55,86,116000,268.32,192.22,60.4,24.35,35,3.1,153.82,247,862.122,512.15,16.36,0.62,9.75,15.31
2021-11-08,25.94,6.82,4.33,8970,21.25,10.5,152.5,4405.35,84,116000,269.72,190.74,62.5,24.4,34.5,3.05,156.82,249.5,871.808,550.3,16.68,0.62,10.04,15.45
2021-11-09,26.24,6.88,4.31,8970,21.3,10.55,154.5,4532.9,83.1,116000,270.31,189.76,63.1,24.35,35.11,3.06,157.23,250,870.84,544.75,16.68,0.62,10.34,15.23
2021-11-10,26.06,6.88,4.33,8820,21.35,10.61,152.5,4552.85,83.6,114000,264.4,185.35,63.1,24.15,35.1,3.03,156.5,257,856.309,534.12,17.8,0.62,10.36,15.09
2021-11-11,25.92,6.91,4.34,8760,21.39,10.75,152.5,4567.25,84.5,111000,268.49,182.35,62.2,24.1,36.36,3.01,155.25,257,855.341,543.7,18.7,0.62,10.3,15.01
2021-11-12,26.38,6.83,4.35,9210,21.62,10.71,154,4669.5,84,112500,274.1,181.42,62.6,23.9,35.56,3.04,154.9,246,852.435,541.4,18.56,0.615,10.3,15.26
2021-11-15,28.34,6.79,4.38,9260,21.72,10.64,156.5,5080.95,82.5,114500,261.38,185.22,63.4,23.7,35.56,3.09,154.9,245,853.403,560.57,18.4,0.61,10,15.07
2021-11-16,27.72,6.96,4.37,9340,21.81,10.6,158,5096.85,82.5,114500,267.88,183.41,63,23.7,34.77,3.02,153.59,244.5,862.122,536.42,18.62,0.61,10.18,15.15
2021-11-17,28.06,7.07,4.36,9070,22.04,10.62,154,5733.95,82.3,112000,267.99,182.5,63.6,23.75,34.51,3.1,152.06,237.5,874.714,542.27,18.36,0.605,10.4,15.3
2021-11-18,28.04,6.98,4.33,9050,22.18,10.52,152.5,5588.6,84,111000,266.46,185.33,63.1,23.6,35.36,3.06,152.23,233,852.435,540.87,18.02,0.6,10.34,15.23
2021-11-19,27.64,7.03,4.4,9050,21.95,10.7,152.5,5588.6,83.5,112500,259,182.12,65.1,23.55,35.32,3.01,150.73,234.5,852.435,540.87,18.52,0.61,10.34,15.08
2021-11-22,27.88,7.18,4.38,9080,21.9,10.72,152,5419.5,82.5,116000,270,184.47,64.7,23.55,33.1,3.02,149.49,227,852.435,502.97,18.6,0.605,10.18,15.04
2021-11-23,28.04,7.29,4.41,9120,21.81,10.77,150,5454.25,83.9,115500,265.91,183.59,63.2,23.55,31.45,2.96,150.18,226,869.386,523.37,18.66,0.6,10.34,14.82
2021-11-24,29.08,7.29,4.44,9180,21.9,10.73,151,5397.2,85,115000,254.85,180.14,63.1,23.75,32.12,2.88,149.61,226.5,865.512,517.72,18.82,0.595,10.84,14.7
2021-11-25,29.58,7.29,4.4,9150,21.99,10.71,151.5,5701.05,84.8,113000,258,184.21,63,23.6,32.39,2.88,149.88,232,856.309,523.45,18.86,0.585,11.08,14.95
2021-11-26,28.32,7.28,4.36,9010,21.72,10.69,147.5,5687.6,85.3,111000,265.6,175.09,62.5,23.4,31.33,2.84,147.94,233,846.623,484.17,18.52,0.59,10.94,14.12
2021-11-29,29.02,7.35,4.3,8860,21.53,10.61,146.5,5727.5,83.1,107500,269.98,184.39,62.4,23.35,32.14,2.81,149.87,224,809.813,468,18.3,0.58,10.84,14.6
2021-11-30,28.54,7.34,4.31,8580,21.35,10.64,144,5687.75,85.4,105500,254.2,180.8,63.7,23.15,31.69,2.93,147.45,217.5,809.813,473.92,17.96,0.59,10.38,14.52
2021-12-01,29.3,7.3,4.36,8620,21.81,10.77,143.5,5571,86,110000,249.8,182.88,67,23.45,29.81,2.9,148.91,233.5,782.69,486.12,18.14,0.59,10.44,14.8
2021-12-02,30.08,7.42,4.34,9010,21.9,10.8,142,5592.95,85.5,114500,250.18,188.39,66.7,23.35,30.27,2.81,155.77,235,802.063,496,18.64,0.58,10.4,14.58
2021-12-03,31.44,7.44,4.38,9060,21.95,10.81,141.5,5432.4,85.8,114000,250.45,187.34,68.3,23.3,30.5,2.81,156.27,246,798.189,496.02,18.7,0.58,10.34,14.87
2021-12-06,31.24,7.16,4.38,9190,21.99,10.88,141.5,5299.8,83.5,114000,238.2,187.47,67.3,23.85,30.62,2.84,153.89,245,805.938,497.17,18.7,0.58,9.98,14.9
2021-12-07,32.46,7.46,4.39,9210,22.18,10.84,142.5,5314.65,82.8,115500,239.94,187.26,66.5,23.75,31.38,2.82,155.59,248,802.063,514.15,19.06,0.585,9.94,15.15
2021-12-08,33.4,7.49,4.4,9150,22.18,10.96,142,5333.5,82,116500,254.1,187.46,66.5,23.6,32.16,2.92,155.79,250.5,802.063,533.67,19.26,0.59,10.08,15.33
2021-12-09,33.44,7.54,4.44,9190,22.18,11.29,143,5232.8,82.5,117500,266.16,188.51,64,24,31.54,2.96,153.16,249.5,848.56,509.62,19.6,0.595,10.08,15.34
2021-12-10,33.18,7.52,4.38,9130,22.27,11.21,143,5245.3,82.3,119500,265,184.93,63.5,24.3,32.33,2.96,154.17,235,841.78,514.75,19.52,0.585,10.04,15.31
2021-12-13,33.88,7.57,4.39,9180,22.27,11.14,143.5,5206.7,80.4,117500,260.15,184.61,62.8,24.05,32.02,2.89,152.83,227.5,822.406,528.4,19.12,0.58,9.79,15.15
2021-12-14,34.5,7.53,4.37,9100,22.09,11.01,144,5212,79.5,117500,258,182.34,62.4,23.85,30.9,2.81,150.04,223,847.591,511.4,18.42,0.58,9.72,15.21
2021-12-15,35.9,7.6,4.37,9070,22.09,11.29,141.5,5192.55,80.3,117500,258.2,183.05,62.7,23.75,31.8,2.84,149.88,219.5,828.702,513.9,18.38,0.58,9.78,15.15
2021-12-16,37.72,7.59,4.44,9100,22.13,11.3,143,5204.3,80.7,117000,258,183.05,63,24,30.34,2.82,149.95,235.5,837.904,506.32,18.56,0.58,9.78,15.28
2021-12-17,33.96,7.37,4.49,9150,22.32,11.22,143,4786.7,83.6,118000,246.67,185.74,62.3,24,29.69,2.9,147.64,222.5,853.887,510.35,18.68,0.6,9.71,15.26
2021-12-20,33.34,7.18,4.49,8970,22.13,11.03,140,4704.95,84.7,114500,242.36,182.71,62.2,23.9,29.17,2.88,144.38,232,860.184,505.9,18.48,0.58,9.64,15.1
2021-12-21,30.02,7.16,4.55,9060,22.27,11.64,138.5,4847.6,84.1,115500,235.15,184.49,62.9,23.85,29.12,2.92,145.79,233,853.403,479.1,18.74,0.585,9.77,15.1
2021-12-22,27.08,7.17,4.54,9050,22.27,11.32,138.5,4775.55,85.4,116000,246,185.77,63.7,24,29.27,2.9,147.94,228,826.281,479.87,18.44,0.58,9.77,15.05
2021-12-23,27.54,7.29,4.58,8990,22.32,11.3,139,4877.55,87.2,116500,239.67,185.82,63.9,23.8,28.74,2.92,146.82,222.5,849.529,506.85,18.48,0.58,9.75,15.16
2021-12-24,29.44,7.35,4.54,8970,22.36,11.17,139.5,4842.5,87.9,117000,235.95,186.07,64.3,24.05,28.74,2.9,147.24,222.5,843.717,499.77,18.46,0.58,9.77,15.16
2021-12-27,29.44,7.35,4.54,8850,22.41,11.28,140,4840.05,87.4,117000,243.49,186.07,64.3,24.15,28.81,2.95,149.47,229.5,851.95,497.95,18.46,0.585,9.77,15.12
2021-12-28,28.7,7.4,4.55,8910,22.5,11.33,141,4844.2,87,118000,251.5,186.69,64.7,24.2,28.32,2.96,148.54,229.5,845.654,514.22,18.52,0.585,9.85,15.09
2021-12-29,29.46,7.27,4.56,8700,22.69,11.27,141.5,4976.6,87,116000,251.5,188.25,65,24.25,27.89,2.96,149.11,234.5,843.717,495.97,18.38,0.585,9.85,15.07
2021-12-30,28.7,7.25,4.62,8650,22.64,11.34,141,4970.75,86.9,119000,254.89,191.45,65,24.2,28.64,2.97,156.31,227,843.717,493.7,18.46,0.585,9.88,14.92
2021-12-31,28.38,7.31,4.61,8650,22.64,11.33,141,5013.4,86.9,119000,250.4,189.45,65,24.2,28.64,2.9,160,227,804.969,492.67,18.46,0.58,9.91,15.13
2022-01-03,30.26,7.41,4.61,8550,22.55,11.33,141,4990.5,88.4,117500,250.4,190.76,63.4,24.3,27.5,2.87,160.3,238.5,806.907,488.12,18.42,0.585,9.9,15.18
2022-01-04,30.56,7.35,4.68,8560,22.64,11.41,141,4964.6,88.8,117500,254.53,190,63,24.35,26.39,2.86,160.45,243,806.907,489.67,19.46,0.585,9.85,15.02
2022-01-05,31.42,7.43,4.7,8490,22.78,11.33,138,4973.25,88.9,117500,239.5,189.9,63.1,24.55,25.22,2.87,161.02,247.5,817.078,490.07,19.74,0.585,9.85,14.99
2022-01-06,32.08,7.21,4.73,8390,22.92,11.24,133.5,4964.45,88.4,115000,233.08,189.12,62.7,24.65,26,2.92,159.39,247.5,821.437,482.85,20.35,0.58,9.89,14.99
2022-01-07,32.78,7.2,4.82,8470,23.1,11.24,134.5,5021.85,90,116500,225.9,189.6,62.6,24.75,25.1,2.95,158.2,241.5,802.548,477.25,22.2,0.58,9.92,14.99
2022-01-10,32.64,7.38,4.78,8370,23.2,11.25,135,5065.25,88.5,115000,231,190.08,62.1,24.85,24.5,2.9,157.05,246,833.061,474.25,22.1,0.58,10.04,15.16
2022-01-11,32.82,7.48,4.67,8480,23.52,11.26,135.5,5059.05,90.9,114500,237.96,190.33,62.1,25,25.31,2.88,157.07,249,806.907,495.37,22.85,0.58,9.87,15.22
2022-01-12,33.1,7.61,4.76,8690,23.61,11.27,135.5,5014.4,95.9,117500,250.92,191.3,61.9,24.9,25.31,2.91,160.76,254,833.061,504.8,22.6,0.58,9.93,15.65
2022-01-13,33.1,7.9,4.74,8770,23.84,11.2,135.5,4983.35,97.9,116500,251.95,191.58,63.3,25,25.22,2.92,158.17,256,842.748,519.27,22.15,0.57,9.96,15.84
2022-01-14,33.1,7.7,4.65,8640,23.56,10.79,135.5,4974.05,95.6,115000,257.3,191.45,62.7,25.15,25.2,2.89,156.56,252,829.187,510.77,22.1,0.575,9.94,15.73
2022-01-17,33.2,7.68,4.69,8580,23.43,10.83,136.5,4911.75,93.1,113000,276.49,193.67,64.3,25.3,25.29,2.87,158.4,245,826.281,505.57,21.85,0.57,10,15.87
2022-01-18,31.54,7.8,4.71,8460,23.43,10.86,136.5,4615.8,96.1,110000,272.49,193.75,63.8,25.45,24.17,2.87,153.74,246.5,838.873,494.8,22.25,0.57,10.18,15.66
2022-01-19,32.86,7.67,4.72,8440,23.43,10.85,135,4515.95,94.7,111000,265.65,192.98,62.8,25.45,25.3,2.82,152.5,244,823.375,497.85,23.35,0.56,10.36,15.61
2022-01-20,32,7.54,4.68,8550,23.56,10.94,136,4644.8,96.1,112000,271.2,190.45,63.5,25.45,26.37,2.82,151.84,245,818.531,484.15,23.05,0.555,10.26,15.72
2022-01-21,31.52,7.63,4.59,8560,23.29,10.84,136.5,4691.65,94.4,111500,268,190.28,62.8,25.45,26.63,2.78,150.36,236,840.81,478.05,23.45,0.555,10.42,15.37
2022-01-24,29.8,7.51,4.64,8460,23.24,10.73,136.5,4498.15,96.5,109500,267.28,186.01,62.6,25.45,25.85,2.8,148.73,231,834.999,458.47,23.45,0.555,10.46,14.81
2022-01-25,31.3,7.26,4.47,8230,23.2,10.38,137,4486,95.4,107500,261.15,182.22,61.5,25.25,26.38,2.8,150.85,237,845.654,474.8,23.25,0.55,10.56,14.83
2022-01-26,31.3,7.69,4.55,8360,23.24,10.58,137,4486,97.3,106500,264.59,183.05,57.3,25.2,27.01,2.8,149.08,241,840.81,474.8,23.4,0.56,10.52,15.2
2022-01-27,31.7,7.55,4.51,8080,23.24,10.35,139,4292.25,100,101500,259,184.09,57.3,25.2,27.92,2.82,148.38,242,825.312,471.8,23.05,0.55,10.54,15.29
2022-01-28,31.9,7.73,4.45,8500,23.24,10.36,138.5,4478.6,99,107000,254.09,184.31,57.3,25.2,27.78,2.78,147.4,236.5,825.312,476.75,22.95,0.555,10.54,15.09
2022-01-31,32.46,8.04,4.45,8500,23.24,10.36,141,4457.35,99.2,107000,254.09,187.7,57.3,25.2,29.07,2.77,150.48,231.5,842.748,497.95,22.95,0.555,11.12,15.18
2022-02-01,32.58,8.04,4.45,8500,23.24,10.36,142,4512.05,103.5,107000,254.09,189.2,57.3,25.2,28.94,2.77,152.38,234,842.748,498.77,22.95,0.555,11.12,15.7
2022-02-02,32.8,8.04,4.45,8500,23.24,10.36,144,4666.3,101.2,107000,254.09,190.25,57.3,25.2,28.62,2.77,152.03,241.5,850.497,505.87,22.95,0.555,11.12,15.64
2022-02-03,31.5,8.04,4.45,8690,23.24,10.36,147.5,4642.8,102,107000,254.09,190.84,57.3,25.2,28.2,2.84,150.77,235,842.748,490.7,22.95,0.575,11.12,15.47
2022-02-04,31.28,8.3,4.45,8670,23.24,10.36,147,4687.9,101.4,108500,254.09,187.61,57.3,25.2,28.47,2.8,151.02,238,844.686,498.95,23.5,0.57,11.04,15.44
2022-02-07,32.56,8.4,4.75,8650,23.8,10.47,147,4475.15,103.2,106000,257.87,190.02,54.5,25.15,28.44,2.8,151.02,233.5,842.748,485.17,23.55,0.565,10.88,15.3
2022-02-08,33.32,8.29,4.84,8730,24.21,10.66,147.5,4399.5,101.5,108000,240.88,190.66,55.4,25.55,27.95,2.84,154.01,235,850.497,471.45,23.7,0.56,10.68,15.3
2022-02-09,33.66,8.52,4.81,9010,24.54,10.64,151.5,4577.25,102,108000,239.5,193.71,56,25.8,28.5,2.84,157.99,232,862.122,488.22,23.45,0.565,11.1,15.49
2022-02-10,33.72,8.52,4.83,8970,24.58,10.65,152.5,4590.65,101.4,109000,226.5,198.31,55.8,25.7,27.7,2.81,156.97,229,839.842,488.95,24.35,0.565,10.96,15.44
2022-02-11,33.8,8.54,4.77,8970,24.54,10.63,150,4514.9,98.5,108500,224.98,217.23,55.4,25.75,27.63,2.87,155.66,232,818.531,484.65,24.85,0.565,11,15.59
2022-02-14,33.48,8.49,4.75,8980,24.4,10.44,151,4486.35,99.2,107500,227.36,212,53,25.5,28.67,2.87,153.5,230,825.312,465.7,24.1,0.555,10.94,15.18
2022-02-15,34.12,8.11,4.7,8820,24.21,10.5,154.5,4663.4,102,108000,242,209.15,53.5,25.25,30.22,2.86,156.61,232,833.061,473.8,23.95,0.555,10.78,15.39
2022-02-16,34.66,7.88,4.66,8950,24.35,10.63,154.5,4584.8,103,109500,244.4,210.29,54.1,25.35,30.45,2.88,155.19,235,833.061,485.67,24.45,0.555,10.78,15.64
2022-02-17,34.22,8.15,4.67,8890,24.58,10.55,156,4564.7,102.8,111500,248.88,210.35,54.4,25.5,32.22,2.9,156.05,231,833.061,488.77,24.25,0.555,10.7,15.44
2022-02-18,33.9,8.13,4.7,8930,24.35,10.6,153.5,4471.55,101,112500,250.19,209.35,53.7,25.75,31.82,2.89,156.42,235.5,833.061,486.52,24.95,0.555,10.82,15.54
2022-02-21,34.22,8.13,4.74,8950,24.35,10.68,153,4426.65,104,111500,246.04,208.7,53.8,25.65,31.16,3,153.21,235.5,833.061,488.07,25.45,0.565,10.8,15.41
2022-02-22,34.12,7.99,4.77,8800,24.21,10.5,152,4576.05,104,109500,245.94,207.85,52.8,25.85,32.61,2.97,157.7,231,833.061,479.75,25.3,0.565,10.72,15.29
2022-02-23,33.14,7.28,4.76,8850,24.26,10.61,150.5,4610.8,106.3,110000,253.98,205.39,53.6,25.85,32.6,2.92,153.45,244.5,833.061,475.25,25.1,0.565,10.64,15.2
2022-02-24,29.84,7.15,4.9,8720,23.89,10.3,155.5,4381.95,104.7,108500,253.75,201.8,51.8,25.5,32.82,2.86,153.03,231,822.406,473.92,23.95,0.545,10.56,14.32
2022-02-25,31.56,7.42,4.81,8750,23.75,10.25,155.5,4633.45,102.5,108500,262,202.7,52.1,25.4,33.05,2.87,153.77,228,822.406,474.77,23.6,0.555,10.48,15.01
2022-02-28,31.64,7.64,4.91,8790,23.75,10.14,153.5,4802.8,103.7,110000,260,210.43,52.1,25.4,33.05,2.88,160.16,228.5,823.375,479.52,23.85,0.555,10.5,14.34
2022-03-01,31.7,7.67,4.87,8790,24.12,10.26,163,4802.8,104.5,110000,252.6,220.76,54.1,25.8,33.05,3.1,159.65,225,832.093,479.52,23.75,0.555,10.38,14.18
2022-03-02,31.98,7.59,4.94,8740,24.26,10.3,166.5,4861.25,103,111000,241.32,227.81,53.6,25.75,33.35,3.22,163.46,223.5,832.577,474.7,23.8,0.555,10.06,14.05
2022-03-03,32.4,7.63,5.01,8920,24.26,10.28,167,4917.8,106.7,113000,236.22,229.62,54.2,25.95,33.49,3.24,161.46,225.5,821.437,476.47,24.55,0.55,10.2,14.64
2022-03-04,30.96,7.51,4.83,8760,24.03,10.2,168,4747.25,108.5,110500,225.67,224.7,53.4,25.7,32.48,3.16,159.83,221,821.437,469.55,24.2,0.54,10.26,14.22
2022-03-07,30.42,7.25,4.78,8410,23.56,10.07,167,4664.35,104.4,107500,216.04,222.8,51.6,25.35,31,3.12,158.89,210,811.75,450.52,24.65,0.525,10.22,14.22
2022-03-08,29.98,7.39,4.7,8320,23.15,10.01,171.5,4722.25,105.8,108000,211.5,214.96,49.7,25.1,31.45,3.06,159.88,213,775.425,447.42,24.4,0.51,10.48,13.86
2022-03-09,31.08,7.2,4.62,8320,23.2,9.56,168,4710.95,107.9,108000,218.17,216,51.8,25.3,33.04,3.11,161.4,204.5,789.47,449.42,23.4,0.51,10.24,14.07
2022-03-10,31,7.36,4.59,8410,23.8,9.5,168.5,4769.7,107.8,115000,229.99,213,52.8,25.7,32.58,3.21,160.67,203.5,804.001,464.4,23.4,0.52,10.38,13.75
2022-03-11,31.3,7.37,4.53,8160,23.66,9.66,166,4854.1,107.7,115000,224.83,214.93,52.5,25.85,32.52,3.18,159.99,210.5,775.425,477.32,22.6,0.515,10.18,14.32
2022-03-14,33.96,6.52,4.38,8210,23.98,9.49,167.5,4923.5,103,114500,223.29,216,52.5,25.9,32.03,3.1,158.34,204.5,735.709,475.02,21.55,0.51,10.22,14.25
2022-03-15,33.58,5.31,4.06,8060,23.93,9.09,166,4812.95,101.2,113500,223,213.72,50.4,25.8,32.14,3.1,155.23,211.5,764.285,477.75,19.44,0.505,9.64,14.03
2022-03-16,34.3,5.87,4.21,8180,24.3,9.58,165.5,4943.65,102,115000,234.52,219.42,50.8,27,32.9,3.34,157.21,210.5,789.47,495.65,21.5,0.515,10.08,14.52
2022-03-17,35.78,6.45,4.25,8270,24.54,9.6,166.5,4839.9,103.9,115500,247.54,219.22,52.6,26.8,33.07,3.38,159.77,208.5,782.69,503.97,23.1,0.545,10.84,14.27
2022-03-18,36.46,6.21,4.36,8230,24.95,9.87,164.5,4839.9,103.4,115500,235.5,220.66,52.8,27,33.68,3.3,158.5,208,763.316,503.97,23.95,0.545,11.02,14.04
2022-03-21,36.58,6.7,4.36,8240,24.95,9.74,165,4767.4,103,112500,234.9,220.66,53.5,26.8,32.93,3.34,158.5,214.5,752.661,516.97,22.9,0.55,10.96,14
2022-03-22,37.1,6.92,4.41,8370,25.14,9.72,166,4677.6,110,114000,230,225.3,53.5,27,34.15,3.36,162.52,215,752.661,505.8,23.55,0.575,11.14,14.39
2022-03-23,37,6.86,4.32,8440,25.41,9.68,165.5,4608.2,111.5,114000,227.89,224.38,53.8,26.75,34.6,3.39,158.59,213,766.222,508.62,24,0.57,10.86,14.24
2022-03-24,37.72,6.97,4.28,8360,25.51,9.51,161,4628.55,110.6,112500,226,221.8,53.2,26.9,34.85,3.41,159.8,223,793.346,514.22,23.6,0.595,10.98,14.08
2022-03-25,37.54,6.9,4.23,8390,25.64,9.41,161.5,4683.2,109.1,112000,213.11,224.61,53.3,27,34.38,3.49,157.91,225,791.892,519.37,23.6,0.625,10.76,14.08
2022-03-28,36.94,7.1,4.28,8450,25.69,9.53,162,4658.6,106.9,111000,205.75,225.3,53.6,27.2,34.73,3.41,158.24,222,780.753,519.2,23.75,0.635,10.68,14.45
2022-03-29,38.62,7.11,4.25,8540,25.55,9.43,158.5,4613.75,107.6,112500,209.5,226.26,53.7,26.95,36.16,3.42,158.06,227.5,761.379,529.05,23.25,0.62,10.98,15
2022-03-30,40,6.85,4.27,8520,25.88,9.67,157.5,4614.8,106.6,113000,222.36,224.5,54.5,26.9,36.54,3.41,155.87,225.5,787.533,536.72,23.9,0.605,10.86,14.79
2022-03-31,39.66,6.83,4.28,8560,26.29,9.6,156.5,4516.1,106.3,114000,220,223.7,54,26.8,36.38,3.46,157.58,223.5,798.189,549.97,23.45,0.59,10.72,14.85
2022-04-01,39.28,6.9,4.3,8500,26.34,9.7,155.5,4506.9,106.8,112500,224.1,222.91,52.9,26.9,36.79,3.49,157.92,226,792.376,536.95,23.15,0.595,10.66,15.14
2022-04-04,39.98,6.94,4.3,8540,26.34,9.7,156.5,4564.95,106,113000,224.1,220.14,52.9,26.9,37.5,3.49,158.33,228.5,782.69,539,24.9,0.605,10.48,15.62
2022-04-05,39.84,6.94,4.3,8540,26.34,9.7,160,4554.25,108.9,112500,224.1,213.26,52.9,26.9,37.01,3.57,159.2,229,789.47,537.5,24.9,0.61,10.48,15.61
2022-04-06,39.8,6.85,4.38,8430,27.49,9.97,160,4511.75,111.5,111000,216.51,217.54,51.1,26.9,36.09,3.59,159.32,225,774.941,527.52,26.35,0.62,10.46,15.35
2022-04-07,39.34,6.73,4.31,8320,26.89,9.7,159.5,4536.5,108.9,109000,216.13,215,50,26.05,35.71,3.58,158.52,215,745.88,535.95,25.8,0.61,10.14,15.36
2022-04-08,41.24,6.74,4.34,8410,27.26,9.6,159.5,4606.15,112.3,109500,213,220.07,50,26.15,35.73,3.59,158.1,220,753.629,548.27,26.75,0.655,10.12,15.56
2022-04-11,42.6,6.56,4.27,8450,27.4,9.23,161.5,4662.15,118.3,109500,201.02,216.81,48.2,25.65,35.45,3.54,157.91,220.5,753.629,551,26.1,0.64,10.04,15.62
2022-04-12,42.22,6.53,4.32,8360,27.35,9.41,162,4626.3,115.8,108500,201.55,218.15,47.3,25.35,35.8,3.61,157.25,216.5,744.912,535.15,25.65,0.635,9.97,15.96
2022-04-13,40.96,6.69,4.33,8450,27.31,9.31,162,4744.45,113.5,110500,196.25,214.88,48.5,25.7,36.48,3.61,158.18,220,743.943,532.2,26.25,0.62,10.14,16.16
2022-04-14,40.36,6.72,4.36,8430,26.43,9.39,162,4744.45,117.3,110500,191.84,213.19,48.25,25.4,35,3.65,158.18,220,743.943,532.2,27.15,0.62,10.28,16.62
2022-04-15,40.74,6.72,4.34,8350,26.24,9.19,162,4744.45,116,109000,190.5,213.19,47.05,25.45,35,3.61,158.18,220,743.943,532.2,27.15,0.615,10.28,16.62
2022-04-18,41.32,6.72,4.27,8300,25.69,9.35,160,4554.5,117.2,110000,191.95,213.19,46.2,25.4,34.12,3.6,157.79,220,742.974,509,27.15,0.6,10.28,16.62
2022-04-19,42.06,6.73,4.38,8300,25.64,9.41,160.5,4816.35,117.9,110500,192.7,216.66,46.65,25.2,36.01,3.6,158.98,216,744.912,493.97,26.65,0.6,10.02,17.6
2022-04-20,41.34,6.84,4.29,8260,25.97,9.35,164.5,4780.95,123.3,110000,188,222.13,47.65,25.2,35.33,3.75,158.16,218,753.629,522.22,25.05,0.615,10.22,17.91
2022-04-21,41.14,6.8,4.15,8360,25.6,9.27,165.5,4885.25,120.5,112000,185.84,222.16,48.05,25.4,35.33,3.68,155.06,216,755.567,506.87,24.65,0.605,10.04,18.08
2022-04-22,39.5,6.74,4.28,8240,25.83,9.24,165.5,4813.7,119,110000,182.7,220.58,47.65,22.8,34.81,3.64,153.32,214,732.319,509.57,24.9,0.61,10.14,18.08
2022-04-25,40.2,6.26,4.06,8100,25.51,8.75,165,4676.05,125,108000,171.6,215.95,45.5,22.2,34.63,3.56,152.68,214.5,754.599,505.9,24.2,0.595,9.93,18.08
2022-04-26,39.6,6.19,3.88,8100,25.88,8.11,168,4624.05,121.3,108500,166.4,216.82,45.75,22.6,32.38,3.61,150.71,212.5,734.256,524.37,24.65,0.595,9.95,18.09
2022-04-27,40.08,6.35,4.01,7880,25.55,8.16,165.5,4522.95,120,108000,183.04,216.82,44.4,22.1,32.58,3.6,151.09,212,709.071,525.77,24.15,0.585,9.88,17.69
2022-04-28,40.14,6.61,4.04,7920,25.51,7.93,165,4537.85,120.5,115500,189.88,220.5,48.5,22,33.13,3.67,152.73,208.5,709.071,544.8,24.1,0.595,10.04,17.88
2022-04-29,40.2,6.6,4.09,8050,25.69,8.25,160.5,4454.35,120.5,115500,202.95,218.05,47.8,22.25,31.97,3.72,148.76,204,714.398,543.22,24.45,0.635,10.1,17.7
2022-05-02,40.2,6.6,4.09,8060,25.69,8.25,160.5,4304.75,120.5,118000,202.95,218.05,47.8,22.25,31.72,3.72,149.22,209.5,714.882,544.1,24.45,0.635,10.1,17.7
2022-05-03,40.2,6.72,4.09,7970,25.41,8.25,160,4304.75,120.5,115500,202.95,216.1,47.25,22.1,31.28,3.72,146.23,209.5,714.882,544.1,25.45,0.635,10.08,17.7
2022-05-04,40.2,6.7,4.09,7940,25.32,8.25,160,4013.3,120.5,116000,202.95,215.3,48.3,22.65,32.18,3.72,147.3,208,707.133,541.57,25.6,0.635,10.04,17.74
2022-05-05,39.96,6.58,4.17,7940,25.04,8.36,161.5,3949.1,120.5,116000,200.25,213,49.1,22.55,28.6,3.72,146.17,216,723.601,553.02,25.4,0.61,9.99,17.17
2022-05-06,39.22,6.39,4.12,7900,24.81,8.09,161.5,3827.35,122.3,114500,197.15,205.25,48.55,22.6,27.25,3.62,144.26,210,707.133,525.2,23.55,0.59,9.8,16.36
2022-05-09,40.14,6.39,4.17,7770,24.12,8.1,162.5,3766.35,123,113000,192.03,204.18,47.9,22.65,25,3.62,143.39,209,707.133,529,23.55,0.585,9.8,15.95
2022-05-10,41.44,6.4,4.17,7930,24.35,8.17,162,3686.9,119,112000,200.54,205.15,48.9,23.05,26,3.67,145.43,206,716.82,508.52,23.65,0.59,9.74,15.99
2022-05-11,40,6.35,4.15,7740,24.35,8.22,165,3679.65,111.2,111500,216.06,205.69,48.65,23,25.87,3.64,148.93,213.5,681.948,527.55,22.95,0.59,9.63,16.01
2022-05-12,38.5,6.22,4.14,7670,23.56,8.22,166,3580.85,109,112000,211.73,205.51,47.8,23,25.47,3.61,147.05,211,671.292,516.52,21.85,0.575,9.53,15.74
2022-05-13,38.64,6.33,4.15,7760,23.66,8.24,172,3547.8,110.2,115500,216,207.88,48.85,22.9,26.46,3.57,149.08,214.5,630.608,509.97,23.2,0.58,9.65,16.23
2022-05-16,38.3,6.37,4.17,7730,23.75,8.18,172,3686.75,112.5,116000,209.3,211.52,49.45,23,26.12,3.57,148.97,225,632.545,516.45,23.7,0.58,9.69,15.95
2022-05-17,38.16,6.45,4.22,7860,23.56,8.14,174.5,3813.15,109.6,117500,220.11,208.89,50.1,22.9,26.69,3.6,150.55,227,653.856,512.75,23.9,0.57,9.75,16.28
2022-05-18,38.44,6.64,4.18,7840,24.35,8.13,172,3735,109.4,116000,217.66,207.38,50.9,23.05,26.46,3.65,148.59,232,656.762,534.3,24.05,0.58,10.04,16.3
