,KOC HOLDING,KUNLUN ENERGY,OFFS.OIL ENGR. 'A' (SSC),MIRAE ASSET SECURITIES,FIRST FINANCIAL HOLDING,SINOLINK SECURITIES(SSC) 'A',BUMRUNGRAD HOSPITAL,APOLLO HOSPS.ENTERPRISE,MOUWASAT MEDICAL SVS.,SAMSUNG C&T,YUNNAN ENERGY NEW (SEC) MATERIALS 'A',BIDVEST GROUP,UNITED MICRO ELTN.,COMPAL ELECTRONICS,TOTVS ON,GAMUDA,PROMOTORA Y OPRD. INFRE.,BUDIMEX,AYALA,PHOENIX MILLS,CHINA OVERSEAS LAND INVESTMENT,YTL CORPORATION,GUANGDONG INVESTMENT,METLEN ENERGY & METALS
2024-08-15,185.7,7.72,5.52,7910,26.55,7.64,241,6515.85,109,139500,27.71,273.65,54.7,32,29.1,7.49,179.68,590.5,612,1682.57,12.68,3.46,3.88,34.12
2024-08-16,181.4,7.66,5.46,8000,26.85,7.56,243,6686.9,109,144400,27.07,283.52,55.8,32.3,29.52,7.4,182,603.5,625,1687.35,12.66,3.49,3.89,34.5
2024-08-19,185.2,7.57,5.65,8120,26.85,7.57,244,6724.9,109.8,144200,26.74,285.82,56,32.05,29.9,7.45,179.89,613,619.5,1745.45,12.66,3.47,4,34.5
2024-08-20,185.6,7.5,5.59,8170,27.15,7.48,245,6672.9,108.2,145100,26.33,281.97,56,32.5,30.02,7.4,181.34,603.5,620.5,1790.1,12.54,3.14,3.94,34.2
2024-08-21,191,7.46,5.48,8210,27.2,7.45,249,6752.45,107.6,146100,26.44,282,56,32.75,31.05,7.55,180.69,599,615.5,1754.3,12.16,3.06,3.97,34.26
2024-08-22,193,7.4,5.35,8220,27.25,7.36,247,6830.55,107.4,146700,25.78,278,55.9,33.2,30.57,7.51,180.52,595,633.5,1845.02,12.02,3.13,3.81,34.44
2024-08-23,185.2,7.26,5.39,8350,27.1,7.37,244,6860.7,107,149700,25.39,285.7,55.6,32.85,31.46,7.53,181.93,600,633.5,1781.67,12,3.08,3.81,34.9
2024-08-26,182.1,7.24,5.39,8510,27.45,7.39,245,6780,107,152300,26.14,286.88,55.1,33.75,31.6,7.62,179.14,592,633.5,1806.37,12.22,3.03,3.94,34.92
2024-08-27,185.5,7.86,5.4,8480,27.15,7.3,242,6781.45,105.2,151200,25.41,290.39,54,33.65,31.37,7.79,174.4,588,626,1827.87,12.2,2.95,4.06,34.48
2024-08-28,186.1,7.76,5.4,8340,27.2,7.31,244,6776.45,105.6,150500,25.48,293.64,55.2,33.25,30.76,7.78,177.98,588.5,625,1839.07,11.64,2.84,4.12,34.38
2024-08-29,186.3,7.79,5.35,8370,27.05,7.26,244,6857.2,104,149300,26.58,294.8,54.6,33.4,30.5,7.38,180.25,593.5,612,1821.12,11.86,2.75,4.5,34.06
2024-08-30,186.3,7.81,5.49,8360,27.25,7.35,245,6927.5,106.2,147700,26.91,291.2,55.5,33.2,29.97,7.5,182.98,602,605,1884.7,12.38,2.9,4.42,34.04
2024-09-02,192.7,7.87,5.31,8450,27.2,7.03,243,6880.05,106.6,146000,26.19,285.28,55.4,33.25,29.26,7.55,182.28,610,618,1858.37,11.8,3.02,4.46,34.44
